#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 Insv_ChIPnexus_narrowPeak_q10.bed Elba3_ChIPnexus_narrowPeak_q10.bed Elba2_ChIPnexus_narrowPeak_q5.bed Elba1_ChIPnexus_narrowPeak_q10.bed -venn merge2chip_q10_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1	Insv_ChIPnexus_narrowPeak_q10.bed	Elba3_ChIPnexus_narrowPeak_q10.bed	Elba2_ChIPnexus_narrowPeak_q5.bed	Elba1_ChIPnexus_narrowPeak_q10.bed
Merged-chr3L-13990307-3	chr3L	13990226	13990385	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	3					Insv_ChIPnexus_peak_7206	Elba3_ChIPnexus_peak_7123		Elba1_ChIPnexus_peak_4597
Merged-chr3R-1672577-3	chr3R	1672455	1672713	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	3					Insv_ChIPnexus_peak_8885	Elba3_ChIPnexus_peak_8799		Elba1_ChIPnexus_peak_5735
Merged-chr3R-21833265-3	chr3R	21833092	21833401	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	3					Insv_ChIPnexus_peak_11443	Elba3_ChIPnexus_peak_11314	Elba2_ChIPnexus_peak_2678	
Merged-chr2RHet-1474028-3	chr2RHet	1473931	1474103	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	3					Insv_ChIPnexus_peak_5486b	Elba3_ChIPnexus_peak_5456	Elba2_ChIPnexus_peak_1264	
Merged-chrU-9735536-5	chrU	9735391	9735735	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	5					Insv_ChIPnexus_peak_12388	Elba3_ChIPnexus_peak_12296a,Elba3_ChIPnexus_peak_12296b,Elba3_ChIPnexus_peak_12296c	Elba2_ChIPnexus_peak_2935	
Merged-chrX-2261591-3	chrX	2261548	2261646	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	3					Insv_ChIPnexus_peak_12692	Elba3_ChIPnexus_peak_12568	Elba2_ChIPnexus_peak_2999	
Merged-chr2L-6746339-4	chr2L	6746206	6746482	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_804	Elba3_ChIPnexus_peak_793	Elba2_ChIPnexus_peak_180	Elba1_ChIPnexus_peak_482
Merged-chrU-9151301-8	chrU	9151222	9151392	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8					Insv_ChIPnexus_peak_12379a,Insv_ChIPnexus_peak_12379b	Elba3_ChIPnexus_peak_12287a,Elba3_ChIPnexus_peak_12287b	Elba2_ChIPnexus_peak_2929a,Elba2_ChIPnexus_peak_2929b	Elba1_ChIPnexus_peak_8042a,Elba1_ChIPnexus_peak_8042b
Merged-chr2R-19160084-4	chr2R	19160018	19160220	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_5167	Elba3_ChIPnexus_peak_5152	Elba2_ChIPnexus_peak_1186	Elba1_ChIPnexus_peak_3335
Merged-chr3R-15476425-4	chr3R	15476230	15476617	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_10655	Elba3_ChIPnexus_peak_10524	Elba2_ChIPnexus_peak_2498	Elba1_ChIPnexus_peak_6801a
Merged-chrX-21834940-4	chrX	21834854	21835028	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_14793	Elba3_ChIPnexus_peak_14539	Elba2_ChIPnexus_peak_3413	Elba1_ChIPnexus_peak_9432
Merged-chr3R-16085603-4	chr3R	16085477	16085743	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_10711	Elba3_ChIPnexus_peak_10580	Elba2_ChIPnexus_peak_2514	Elba1_ChIPnexus_peak_6844
Merged-chr2RHet-94-5	chr2RHet	11	196	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	5					Insv_ChIPnexus_peak_5443	Elba3_ChIPnexus_peak_5413	Elba2_ChIPnexus_peak_1254,Elba2_ChIPnexus_peak_1255	Elba1_ChIPnexus_peak_3493a
Merged-chr3RHet-2136693-4	chr3RHet	2136650	2136727	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12073	Elba3_ChIPnexus_peak_11953	Elba2_ChIPnexus_peak_2824	Elba1_ChIPnexus_peak_7748
Merged-chr3RHet-2308655-4	chr3RHet	2308629	2308683	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12079	Elba3_ChIPnexus_peak_11959	Elba2_ChIPnexus_peak_2826	Elba1_ChIPnexus_peak_7756
Merged-chr3L-21074610-4	chr3L	21074469	21074795	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_8240	Elba3_ChIPnexus_peak_8107	Elba2_ChIPnexus_peak_1931	Elba1_ChIPnexus_peak_5241
Merged-chr3L-2354685-4	chr3L	2354569	2354848	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_5837	Elba3_ChIPnexus_peak_5824	Elba2_ChIPnexus_peak_1345	Elba1_ChIPnexus_peak_3766
Merged-chr2L-1504451-5	chr2L	1504296	1504669	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	5					Insv_ChIPnexus_peak_192a,Insv_ChIPnexus_peak_192b	Elba3_ChIPnexus_peak_194	Elba2_ChIPnexus_peak_36	Elba1_ChIPnexus_peak_99b
Merged-chrU-2149726-6	chrU	2149495	2149931	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6					Insv_ChIPnexus_peak_12303	Elba3_ChIPnexus_peak_12207	Elba2_ChIPnexus_peak_2891,Elba2_ChIPnexus_peak_2890a,Elba2_ChIPnexus_peak_2890b	Elba1_ChIPnexus_peak_7934c
Merged-chrU-5299483-4	chrU	5299378	5299577	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12334	Elba3_ChIPnexus_peak_12245	Elba2_ChIPnexus_peak_2907	Elba1_ChIPnexus_peak_7978
Merged-chrU-5299806-4	chrU	5299760	5299881	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12335	Elba3_ChIPnexus_peak_12246	Elba2_ChIPnexus_peak_2908	Elba1_ChIPnexus_peak_7979
Merged-chrU-5301831-4	chrU	5301750	5301917	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12338	Elba3_ChIPnexus_peak_12249	Elba2_ChIPnexus_peak_2910	Elba1_ChIPnexus_peak_7983
Merged-chrU-5698225-4	chrU	5698107	5698309	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12341	Elba3_ChIPnexus_peak_12254	Elba2_ChIPnexus_peak_2913	Elba1_ChIPnexus_peak_7989
Merged-chrU-7316256-4	chrU	7316198	7316315	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12358	Elba3_ChIPnexus_peak_12267	Elba2_ChIPnexus_peak_2917	Elba1_ChIPnexus_peak_8010
Merged-chrU-10022025-4	chrU	10021938	10022115	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_12392	Elba3_ChIPnexus_peak_12300	Elba2_ChIPnexus_peak_2938	Elba1_ChIPnexus_peak_8062
Merged-chr3L-23948992-4	chr3L	23948922	23949078	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	4					Insv_ChIPnexus_peak_8534	Elba3_ChIPnexus_peak_8398	Elba2_ChIPnexus_peak_1991	Elba1_ChIPnexus_peak_5451
Merged-chr2R-16585899-6	chr2R	16585742	16586072	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6					Insv_ChIPnexus_peak_4847a,Insv_ChIPnexus_peak_4847b	Elba3_ChIPnexus_peak_4837a,Elba3_ChIPnexus_peak_4837b	Elba2_ChIPnexus_peak_1126	Elba1_ChIPnexus_peak_3153
Merged-chrX-7628976-1	chrX	7628766	7629187	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_6511a						
Merged-chr3L-2116559-1	chr3L	2116395	2116723	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_2921a						
Merged-chr2R-8523437-1	chr2R	8523100	8523774	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1882b						
Merged-chr3L-20802126-2	chr3L	20801740	20802512	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_4116a,diff__wtElba3_q20__elba3Elba3_q20_peak_4116b						
Merged-chr3L-2372142-3	chr3L	2371708	2372576	+	0.000000	wtElba3__elba3Elba3	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2927a,diff__wtElba3_q20__elba3Elba3_q20_peak_2927b,diff__wtElba3_q20__elba3Elba3_q20_peak_2927c						
Merged-chr3L-2373845-2	chr3L	2373487	2374204	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_2928a,diff__wtElba3_q20__elba3Elba3_q20_peak_2928b						
Merged-chr2L-11989927-1	chr2L	11989774	11990081	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_801						
Merged-chr2L-12038518-1	chr2L	12038380	12038656	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_807						
Merged-chr2L-12048863-1	chr2L	12048684	12049043	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_808						
Merged-chr2L-12093819-1	chr2L	12093640	12093999	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_812						
Merged-chr2L-12095036-1	chr2L	12094816	12095257	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_813						
Merged-chr2L-12109072-1	chr2L	12108899	12109246	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_817						
Merged-chr2L-12466784-1	chr2L	12466682	12466887	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_828						
Merged-chr2L-12473784-1	chr2L	12473677	12473891	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_829						
Merged-chr2L-12508190-1	chr2L	12508038	12508342	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_832						
Merged-chr2L-12529859-1	chr2L	12529677	12530042	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_836						
Merged-chr2L-12540444-1	chr2L	12540326	12540563	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_837						
Merged-chr2L-12543375-1	chr2L	12542972	12543779	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_838						
Merged-chr2L-1128688-2	chr2L	1128471	1128905	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_84a,diff__wtElba3_q20__elba3Elba3_q20_peak_84b						
Merged-chr2L-12695003-1	chr2L	12694727	12695279	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_851						
Merged-chr2L-12704352-1	chr2L	12704235	12704470	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_853						
Merged-chr2L-12704845-1	chr2L	12704703	12704987	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_854						
Merged-chr2L-12710551-1	chr2L	12710451	12710651	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_856						
Merged-chr2L-12722373-1	chr2L	12722241	12722505	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_859						
Merged-chr2L-12845719-1	chr2L	12845563	12845876	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_860						
Merged-chr2L-13004598-1	chr2L	13004482	13004714	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_862						
Merged-chr2L-13203932-1	chr2L	13203632	13204233	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_875						
Merged-chr2L-13205306-1	chr2L	13205197	13205416	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_876						
Merged-chr2L-13222007-1	chr2L	13221851	13222164	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_880						
Merged-chr2L-13366561-1	chr2L	13366461	13366661	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_886						
Merged-chr2L-13367730-1	chr2L	13367616	13367844	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_887						
Merged-chr2L-13373700-1	chr2L	13373589	13373812	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_888						
Merged-chr3R-9861805-2	chr3R	9861523	9862088	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_4921a,diff__wtElba3_q20__elba3Elba3_q20_peak_4921b						
Merged-chr2L-13551923-1	chr2L	13551748	13552098	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_897						
Merged-chr2L-13552856-1	chr2L	13552667	13553046	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_898						
Merged-chr2L-13640597-1	chr2L	13640401	13640793	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_899						
Merged-chrX-21195379-2	chrX	21195113	21195646	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_7313a,diff__wtElba3_q20__elba3Elba3_q20_peak_7313b						
Merged-chr3R-20117195-1	chr3R	20117083	20117307	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5602						
Merged-chr3R-20143987-1	chr3R	20143860	20144115	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5605						
Merged-chr3R-20146300-1	chr3R	20146162	20146438	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5607						
Merged-chr3R-20183613-1	chr3R	20183438	20183789	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5609						
Merged-chr3R-20343945-1	chr3R	20343793	20344098	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5612						
Merged-chr3R-20353845-1	chr3R	20353727	20353964	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5613						
Merged-chr3R-20410836-1	chr3R	20410655	20411017	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5617						
Merged-chr3L-19798032-1	chr3L	19797811	19798254	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4012						
Merged-chr3L-19802290-1	chr3L	19802163	19802417	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4015						
Merged-chr3L-19806593-1	chr3L	19806418	19806768	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4017						
Merged-chr3L-19808747-1	chr3L	19808585	19808909	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4018						
Merged-chr2L-8528504-2	chr2L	8528353	8528656	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_561a,diff__wtElba3_q20__elba3Elba3_q20_peak_561b						
Merged-chr3R-20480964-1	chr3R	20480621	20481308	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5623						
Merged-chr3R-20552514-1	chr3R	20552380	20552649	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5626						
Merged-chr3L-19827353-1	chr3L	19827224	19827483	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4020						
Merged-chr3L-19863349-1	chr3L	19863158	19863541	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4025						
Merged-chr3R-20638471-1	chr3R	20638333	20638610	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5634						
Merged-chr3R-20642654-1	chr3R	20642446	20642862	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5636						
Merged-chr3R-20643324-1	chr3R	20643182	20643467	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5637						
Merged-chr3L-19890759-1	chr3L	19890585	19890933	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4030						
Merged-chr3L-19898999-1	chr3L	19898892	19899107	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4032						
Merged-chr3L-19899441-1	chr3L	19899321	19899561	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4033						
Merged-chr3L-19906672-1	chr3L	19906561	19906783	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4036						
Merged-chr3L-19908227-1	chr3L	19907948	19908507	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4037						
Merged-chr3R-20677436-1	chr3R	20677313	20677560	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5640						
Merged-chr3R-20696522-1	chr3R	20696290	20696755	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5642						
Merged-chr3R-20738529-1	chr3R	20738392	20738666	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5648						
Merged-chr3R-20757754-1	chr3R	20757575	20757933	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5653						
Merged-chr3R-20769300-1	chr3R	20769199	20769401	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5655						
Merged-chr3R-20785556-1	chr3R	20785425	20785687	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5658						
Merged-chr3R-20849072-1	chr3R	20848957	20849187	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5659						
Merged-chr3L-20229493-1	chr3L	20229301	20229685	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4057						
Merged-chr3R-20880416-1	chr3R	20880119	20880714	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5666						
Merged-chr3R-20882656-1	chr3R	20882473	20882839	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5668						
Merged-chr3L-20235716-1	chr3L	20235591	20235841	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4060						
Merged-chr3L-20241437-1	chr3L	20241323	20241552	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4061						
Merged-chr3L-20290034-1	chr3L	20289847	20290222	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4063						
Merged-chr2R-19945379-2	chr2R	19945143	19945616	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_2686a,diff__wtElba3_q20__elba3Elba3_q20_peak_2686b						
Merged-chr3R-20948010-1	chr3R	20947909	20948111	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5675						
Merged-chr3R-20963555-1	chr3R	20963406	20963704	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5678						
Merged-chr3L-20362136-1	chr3L	20362022	20362251	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4079						
Merged-chr3R-21084766-1	chr3R	21084654	21084879	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5683						
Merged-chr3R-21091461-1	chr3R	21091187	21091735	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5684						
Merged-chr3R-21160996-1	chr3R	21160845	21161148	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5685						
Merged-chr3R-21302689-1	chr3R	21302450	21302929	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5689						
Merged-chr3L-20377030-1	chr3L	20376790	20377270	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4082						
Merged-chr3L-20377631-1	chr3L	20377488	20377774	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4083						
Merged-chr3L-20386613-1	chr3L	20386464	20386763	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4085						
Merged-chr3R-21420171-1	chr3R	21419956	21420387	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5694						
Merged-chr3R-21421460-1	chr3R	21421317	21421604	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5695						
Merged-chr3R-21452577-1	chr3R	21452343	21452811	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5698						
Merged-chr3L-20425446-1	chr3L	20425000	20425893	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4091						
Merged-chr3L-20434901-1	chr3L	20434760	20435043	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4093						
Merged-chr3L-20446477-1	chr3L	20446329	20446625	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4095						
Merged-chr3L-20467109-1	chr3L	20466750	20467469	+	0.000000	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4097						
Merged-chr3R-5573543-2	chr3R	5572970	5574116	+	0.000000	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_4681a,diff__wtElba3_q20__elba3Elba3_q20_peak_4681c						
